ARCHIVO_ORIGEN,FECHA_REPORTE,OPERADOR,RG,UNIDAD,UBICACIÓN SALAS,TOTAL DE PERSONAS DETENIDAS EN INSTALACIONES POLICIALES Y URI,TOTAL DEL PERSONAL QUE CUSTODIA LOS DETENIDOS EN INSTALACIONES POLICIALES Y URI,DETENIDOS EN INSTALACIONES POLICIALES_CANTIDAD DE SALAS DEPTO O METRO_CANTIDAD DE SALAS DEPTO O METRO,DETENIDOS EN INSTALACIONES POLICIALES_CAPACIDAD DE LAS SALAS DEPTO O METRO_CAPACIDAD DE LAS SALAS DEPTO O METRO,DETENIDOS EN INSTALACIONES POLICIALES_IMPUTADOS CON MAS DE 12 MESES_IMPUTADOS CON MAS DE 12 MESES,DETENIDOS EN INSTALACIONES POLICIALES_TOTAL DE PERSONAS EN LAS SALAS_TOTAL DE PERSONAS EN LAS SALAS,DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_N° CONDENADOS,DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_N° IMPUTADOS,DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_CUANTOS NO TIENEN LA DOCUMENTACIÓN COMPLETA PARA TRASLADO A CENTRO CARCELARIO,DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_CUANTOS LLEVAN MAS DE 36 HORAS,"DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_# DE PERSONAS CON MEDIDA NO INTRA MURAL (CASA POR CÁRCEL), QUE SE ENCUENTRAN AÚN EN LAS INSTALACIONES",DETENIDOS EN INSTALACIONES POLICIALES_GENERO_M,DETENIDOS EN INSTALACIONES POLICIALES_GENERO_F,DETENIDOS EN INSTALACIONES POLICIALES_GENERO_LGBTI,DETENIDOS EN INSTALACIONES POLICIALES_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_OF,DETENIDOS EN INSTALACIONES POLICIALES_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_M/E,DETENIDOS EN INSTALACIONES POLICIALES_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_PT/AG,DETENIDOS EN INSTALACIONES POLICIALES_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_AUX,DETENIDOS EN INSTALACIONES POLICIALES_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_TOTAL,DETENIDOS EN INSTALACIONES POLICIALES_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES)_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES),DETENIDOS EN INSTALACIONES POLICIALES_ALIMENTACIÓN A CARGO DE_ALCALDÍA,DETENIDOS EN INSTALACIONES POLICIALES_ALIMENTACIÓN A CARGO DE_POLICÍA,DETENIDOS EN INSTALACIONES POLICIALES_ALIMENTACIÓN A CARGO DE_INPEC,DETENIDOS EN INSTALACIONES POLICIALES_ALIMENTACIÓN A CARGO DE_FAMILIARES,DETENIDOS EN INSTALACIONES POLICIALES_# DE EXTRANJEROS EN INSTALACIONES POLICIALES_# DE EXTRANJEROS EN INSTALACIONES POLICIALES,DETENIDOS EN INSTALACIONES POLICIALES_# DE EXTRANJEROS ((VENEZOLANOS))_# DE EXTRANJEROS ((VENEZOLANOS)),DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_N° CONDENADOS_1,DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_N° IMPUTADOS_1,DETENIDOS EN INSTALACIONES POLICIALES_GENERO_M_1,DETENIDOS EN INSTALACIONES POLICIALES_GENERO_F_1,DETENIDOS EN INSTALACIONES POLICIALES_GENERO_LGBTI_1,DETENIDOS EN INSTALACIONES POLICIALES_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES CAPTURADOS (VENEZOLANOS))_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES CAPTURADOS (VENEZOLANOS)),"DETENIDOS EN INSTALACIONES ""URI""_CANTIDAD DE SALAS DEPTO O METRO_CANTIDAD DE SALAS DEPTO O METRO","DETENIDOS EN INSTALACIONES ""URI""_CAPACIDAD DE LAS SALAS DEPTO O METRO_CAPACIDAD DE LAS SALAS DEPTO O METRO","DETENIDOS EN INSTALACIONES ""URI""_IMPUTADOS CON MAS DE 12 MESES_IMPUTADOS CON MAS DE 12 MESES","DETENIDOS EN INSTALACIONES ""URI""_TOTAL DE PERSONAS EN LAS SALAS_TOTAL DE PERSONAS EN LAS SALAS","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_N° CONDENADOS","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_N° IMPUTADOS","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_CUANTOS LLEVAN MAS DE 36 HORAS","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_# DE PERSONAS CON MEDIDA NO INTRA MURAL (CASA POR CÁRCEL), QUE SE ENCUENTRAN AÚN EN LAS INSTALACIONES","DETENIDOS EN INSTALACIONES ""URI""_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES)_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES)","DETENIDOS EN INSTALACIONES ""URI""_GENERO_M","DETENIDOS EN INSTALACIONES ""URI""_GENERO_F","DETENIDOS EN INSTALACIONES ""URI""_GENERO_LGBTI","DETENIDOS EN INSTALACIONES ""URI""_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_OF","DETENIDOS EN INSTALACIONES ""URI""_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_M/E","DETENIDOS EN INSTALACIONES ""URI""_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_PT/AG","DETENIDOS EN INSTALACIONES ""URI""_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_AUX","DETENIDOS EN INSTALACIONES ""URI""_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_TOTAL","DETENIDOS EN INSTALACIONES ""URI""_# DE EXTRANJEROS EN URI_# DE EXTRANJEROS EN URI","DETENIDOS EN INSTALACIONES ""URI""_# DE EXTRANJEROS ((VENEZOLANOS))_# DE EXTRANJEROS ((VENEZOLANOS))","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_N° CONDENADOS_1","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_N° IMPUTADOS_1","DETENIDOS EN INSTALACIONES ""URI""_GENERO_M_1","DETENIDOS EN INSTALACIONES ""URI""_GENERO_F_1","DETENIDOS EN INSTALACIONES ""URI""_GENERO_LGBTI_1","DETENIDOS EN INSTALACIONES ""URI""_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES CAPTURADOS (VENEZOLANOS))_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES CAPTURADOS (VENEZOLANOS))"
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,SAN FRANCISCO,3,3,2,4,0,3,0,3,0,3,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,LA DANTA,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,SAN RAFAEL,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,GUATAPE,4,3,1,4,2,4,0,4,0,4,0,4,0,0,0,0,2,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,PUERTO TRIUNFO,10,3,2,8,1,10,1,9,0,10,0,10,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,DORADAL,2,3,2,4,0,2,1,1,0,2,0,2,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,SANTUARIO,14,3,2,4,0,14,0,14,0,14,0,14,0,0,0,0,3,0,3,0,14,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,GRANADA,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,JORDAN,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,SAN MIGUEL,3,3,2,4,1,3,1,2,0,3,0,3,0,0,0,0,2,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,GUARNE,17,3,2,14,0,17,3,14,1,9,0,17,0,0,0,0,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,RIONEGRO,1,3,0,0,0,1,0,1,0,1,0,1,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,LA CEJA,11,3,3,16,0,11,0,11,0,11,0,11,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,EL RETIRO,8,3,2,4,0,8,0,8,0,8,0,8,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,SAN VICENTE,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,SAN JOSE,3,3,1,2,0,3,0,3,0,3,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,ABEJORRAL,2,3,1,3,0,2,0,2,0,2,0,2,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,LLANOGRANDE,1,3,2,2,1,1,0,1,0,1,0,1,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,AEROPUERTO,2,3,4,6,0,2,0,2,0,2,0,2,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,EL CARMEN DE VIBORAL,7,3,1,4,2,7,0,7,0,7,0,7,0,0,0,0,2,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,ALEJANDRIA,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,CONCEPCION,1,3,1,3,1,1,0,1,0,1,0,1,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,AMAGA,5,3,2,4,3,5,1,4,0,5,0,5,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,ANGELOPOLIS,3,3,1,1,0,3,2,1,0,3,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,FREDONIA,3,3,1,2,1,3,0,3,0,3,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,PUENTE IGESIAS,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,MONTEBELLO,2,3,1,2,1,2,0,2,0,2,0,2,0,0,0,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,SANTA BARBARA,9,3,1,1,0,9,0,9,3,6,0,9,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,VERSALLES,3,3,2,2,0,3,2,1,0,3,0,3,0,0,0,1,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,TITIRIBI,11,3,1,2,0,11,0,11,0,11,0,11,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,VENECIA,10,3,2,4,0,10,0,10,0,10,0,10,0,0,0,1,1,1,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,BOLOMBOLO,1,3,2,4,1,1,0,1,0,1,0,1,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,MINAS,3,3,2,2,1,3,2,1,0,3,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,TAMESIS,12,3,1,10,0,12,1,11,0,12,0,12,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,CARAMANTA,5,3,1,2,0,5,0,5,5,5,0,5,0,0,0,0,2,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,LA PINTADA,18,3,1,4,0,18,0,18,0,18,0,18,0,0,0,0,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,PUEBLORRICO,2,3,1,4,0,2,0,2,0,2,0,2,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,JERICO,4,3,1,4,0,4,0,4,0,4,0,4,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,TARSO,3,3,1,4,1,3,0,3,0,3,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,VALPARAISO,3,3,1,2,0,3,0,3,0,3,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,ANDES,31,3,1,8,0,31,2,29,0,31,0,31,0,0,0,0,3,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,TAPARTO,7,3,2,4,0,7,0,7,0,7,0,7,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,BETANIA,14,3,1,4,1,14,0,14,0,14,0,14,0,0,0,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,BETULIA,9,3,1,2,0,9,0,9,0,3,0,9,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,SUB. ALTAMIRA,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,CIUDAD BOLIVAR,22,3,2,20,0,22,0,22,0,22,0,22,0,0,0,0,2,1,3,0,22,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,CONCORDIA,5,3,1,4,2,5,0,5,0,5,0,5,0,0,0,0,2,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,HISPANIA,11,3,2,4,1,11,0,11,0,4,0,11,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,JARDIN,7,3,1,17,0,7,0,7,0,7,0,7,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,URRAO,4,3,2,4,0,4,0,4,0,4,0,4,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,SALGAR,12,3,7,7,3,12,2,10,0,12,0,12,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,SUB. SANTA RITA ANDES,5,3,1,2,1,5,1,4,0,4,0,5,0,0,0,1,2,0,3,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,SANTA FE,18,3,1,2,0,18,6,12,4,18,0,18,0,0,0,0,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,HELICONIA,4,3,1,2,0,4,0,4,0,4,0,4,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,EBEJICO,1,3,1,2,0,1,0,1,0,1,0,1,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,SABANALARGA,2,3,1,2,0,2,0,2,0,2,0,2,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,LA MERCED,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 30112024 PT. DÁVILA.xlsx,2024-11-30,DAVILA,RG 6,DEANT,ANZA,2,3,1,1,0,2,1,1,0,2,0,2,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
